identifier,start_date,end_date,type,production_type,status,name,installed_capacity,available_capacity,unit_type 
EC-EDF-05470-EDF-H-00082269,2022-10-04T16:00:00+02:00,2022-10-04T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 1,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00082270,2022-10-04T16:00:00+02:00,2022-10-04T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 4,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00082271,2022-10-04T16:00:00+02:00,2022-10-04T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 3,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00082272,2022-10-04T07:30:00+02:00,2022-10-04T08:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 2,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00082273,2022-10-04T07:30:00+02:00,2022-10-04T08:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 4,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00082274,2022-10-04T07:30:00+02:00,2022-10-04T08:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 3,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00082275,2022-10-04T07:30:00+02:00,2022-10-04T08:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 1,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00082276,2022-10-04T07:30:00+02:00,2022-10-04T08:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 5,162,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00082320,2022-10-03T13:30:00+02:00,2022-10-03T16:20:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,GRAND MAISON 7,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00083900,2022-10-01T03:00:00+02:00,2022-10-15T01:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,CHINON 1,905,370,GENERATING_UNIT
EC-EDF-05470-EDF-T-00083933,2022-10-01T06:05:00+02:00,2022-10-01T07:42:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_OIL,INACTIVE,VAIRES 3,182,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00083938,2022-10-01T08:29:00+02:00,2022-10-01T23:33:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,INACTIVE,BLAYAIS 2,910,800,GENERATING_UNIT
EC-EDF-05470-EDF-T-00083941,2022-10-01T08:45:00+02:00,2022-10-01T18:30:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,INACTIVE,ST ALBAN 1,1335,126,GENERATING_UNIT
EC-EDF-05470-EDF-T-00083944,2022-10-01T11:30:00+02:00,2022-10-01T22:24:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,INACTIVE,BUGEY 5,880,600,GENERATING_UNIT
EC-EDF-05470-EDF-T-00083982,2022-10-01T17:00:00+02:00,2022-10-03T22:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,BUGEY 3,910,440,GENERATING_UNIT
EC-EDF-05470-EDF-T-00083983,2022-10-02T13:00:00+02:00,2022-10-02T16:00:00+02:00,PLANNED_MAINTENANCE,FOSSIL_GAS,ACTIVE,BOUCHAIN 7,585,185,GENERATING_UNIT
EC-EDF-05470-EDF-T-00083985,2022-10-01T21:19:00+02:00,2022-10-01T22:43:00+02:00,PLANNED_MAINTENANCE,NUCLEAR,INACTIVE,ST ALBAN 1,1335,165,GENERATING_UNIT
EC-EDF-05470-EDF-T-00083994,2022-10-01T22:26:00+02:00,2022-10-02T01:30:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,BUGEY 5,880,600,GENERATING_UNIT
EC-EDF-05470-EDF-T-00083996,2022-10-01T22:49:00+02:00,2022-10-23T05:30:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,CRUAS 4,915,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00083999,2022-10-02T00:08:00+02:00,2022-10-02T03:30:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,ST ALBAN 1,1335,800,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084001,2022-10-02T05:11:00+02:00,2022-10-02T15:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,BLAYAIS 2,910,776,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084046,2022-10-02T15:00:00+02:00,2022-10-07T21:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,NOGENT 1,1310,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084048,2022-10-02T15:22:00+02:00,2022-10-02T15:37:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,INACTIVE,BLAYAIS 2,910,720,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084054,2022-10-02T19:14:00+02:00,2022-10-03T22:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,NOGENT 2,1310,570,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084096,2022-10-03T16:30:00+02:00,2022-10-03T22:00:00+02:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,BUGEY 5,880,580,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084102,2022-10-04T07:19:00+02:00,2022-10-06T15:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,NOGENT 2,1310,560,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084103,2022-10-04T07:52:00+02:00,2022-10-05T07:45:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,BUGEY 5,880,680,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084143,2022-10-04T17:59:00+02:00,2022-10-04T19:38:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_OIL,INACTIVE,VAIRES 3,182,0,GENERATING_UNIT
EC-GDFS-152a98b57731a4015b2a,2022-10-02T17:51:00+02:00,2022-10-03T09:00:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,ACTIVE,DK6-TV1,231,124,GENERATING_UNIT
EC-GDFS-1ad6cae8bb4734a33af4,2022-10-02T17:51:00+02:00,2022-10-03T09:00:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,ACTIVE,DK6-TG1,167,0,GENERATING_UNIT
EC-TDE-DEPROD20220930131926,2022-10-01T00:00:00+02:00,2022-10-01T08:00:00+02:00,PLANNED_MAINTENANCE,FOSSIL_GAS,ACTIVE,Saint_Avold_7,446,0,PRODUCTION_UNIT
EC-TDE-DEPROD20221003060246,2022-10-03T05:47:00+02:00,2022-10-03T07:57:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,INACTIVE,FR-GA-MORANT1,420,0,PRODUCTION_UNIT
EC-TDE-DEPROD20221003092348,2022-10-03T09:08:00+02:00,2022-10-03T19:30:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,INACTIVE,FR-GA-MORANT1,420,0,PRODUCTION_UNIT
EC-CNR-AV221286TS_01,2022-10-05T02:00:00+02:00,2022-10-05T18:00:00+02:00,FORCED_UNAVAILABILITY,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,GROUPE 01 DE LA CENTRALE HYDRAULIQUE DE AVIGNON,30,0,GENERATING_UNIT
EC-CNR-BV221313TS_01,2022-10-09T01:20:00+02:00,2022-10-11T16:30:00+02:00,FORCED_UNAVAILABILITY,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,GROUPE 03 DE LA CENTRALE HYDRAULIQUE DE BOURG-LES-VALENCE,30,0,GENERATING_UNIT
EC-CNR-CE220316TS_01,2022-10-06T09:30:00+02:00,2022-10-06T16:20:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,GROUPE 01 DE LA CENTRALE HYDRAULIQUE DE CHAUTAGNE,45,0,GENERATING_UNIT
EC-CNR-CE220316TS_02,2022-10-06T09:30:00+02:00,2022-10-06T16:20:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,GROUPE 02 DE LA CENTRALE HYDRAULIQUE DE CHAUTAGNE,45,0,GENERATING_UNIT
EC-CNR-GE211642TS_01,2022-10-07T07:00:00+02:00,2022-10-07T16:50:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,GROUPE 03 DE LA CENTRALE HYDRAULIQUE DE GENISSIAT,66,0,GENERATING_UNIT
EC-CNR-GE211642TS_02,2022-10-08T07:00:00+02:00,2022-10-08T16:50:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,GROUPE 03 DE LA CENTRALE HYDRAULIQUE DE GENISSIAT,66,0,GENERATING_UNIT
EC-CNR-GE211642TS_03,2022-10-09T07:00:00+02:00,2022-10-09T16:50:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,GROUPE 03 DE LA CENTRALE HYDRAULIQUE DE GENISSIAT,66,0,GENERATING_UNIT
EC-CNR-GE211642TS_04,2022-10-07T07:00:00+02:00,2022-10-07T16:50:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,GROUPE 04 DE LA CENTRALE HYDRAULIQUE DE GENISSIAT,65,0,GENERATING_UNIT
EC-CNR-GE211642TS_05,2022-10-08T07:00:00+02:00,2022-10-08T16:50:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,GROUPE 04 DE LA CENTRALE HYDRAULIQUE DE GENISSIAT,65,0,GENERATING_UNIT
EC-CNR-GE211642TS_06,2022-10-09T07:00:00+02:00,2022-10-09T16:50:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,GROUPE 04 DE LA CENTRALE HYDRAULIQUE DE GENISSIAT,65,0,GENERATING_UNIT
EC-CNR-GE211642TS_07,2022-10-08T07:00:00+02:00,2022-10-08T16:50:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,GROUPE 04 DE LA CENTRALE HYDRAULIQUE DE GENISSIAT,65,0,GENERATING_UNIT
EC-CNR-GE211642TS_08,2022-10-09T07:00:00+02:00,2022-10-09T16:50:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,GROUPE 04 DE LA CENTRALE HYDRAULIQUE DE GENISSIAT,65,0,GENERATING_UNIT
EC-CNR-GE220312TS_01,2022-10-06T07:00:00+02:00,2022-10-06T17:50:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,GROUPE 03 DE LA CENTRALE HYDRAULIQUE DE GENISSIAT,66,0,GENERATING_UNIT
EC-CNR-GE221305TS_01,2022-10-08T16:50:00+02:00,2022-10-09T07:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,GROUPE 03 DE LA CENTRALE HYDRAULIQUE DE GENISSIAT,66,0,GENERATING_UNIT
EC-CNR-GE221305TS_02,2022-10-08T16:50:00+02:00,2022-10-09T07:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,GROUPE 04 DE LA CENTRALE HYDRAULIQUE DE GENISSIAT,65,0,GENERATING_UNIT
EC-CNR-GE221309TS_01,2022-10-09T06:00:00+02:00,2022-12-05T12:15:00+01:00,FORCED_UNAVAILABILITY,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,INACTIVE,GROUPE 05 DE LA CENTRALE HYDRAULIQUE DE GENISSIAT,66,0,GENERATING_UNIT
EC-CNR-GE221309TS_02,2022-10-09T06:00:00+02:00,2022-11-09T17:50:00+01:00,FORCED_UNAVAILABILITY,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,GROUPE 06 DE LA CENTRALE HYDRAULIQUE DE GENISSIAT,70,0,GENERATING_UNIT
EC-CNR-GE221328TS_01,2022-10-09T06:00:00+02:00,2022-10-14T16:50:00+02:00,FORCED_UNAVAILABILITY,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,GROUPE 06 DE LA CENTRALE HYDRAULIQUE DE GENISSIAT,70,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00064289,2022-10-07T08:00:00+02:00,2022-10-28T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,MONTPEZAT,132,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00067819,2022-10-05T14:00:00+02:00,2022-10-05T18:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,SAINT GUILLERME,116,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00068565,2022-10-05T07:30:00+02:00,2022-10-05T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 4,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00068566,2022-10-06T07:30:00+02:00,2022-10-06T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 4,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00068567,2022-10-07T07:30:00+02:00,2022-10-07T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 4,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00069046,2022-10-06T08:00:00+02:00,2022-10-06T12:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,MONTEZIC 4,227,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00069047,2022-10-06T08:00:00+02:00,2022-10-06T12:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,MONTEZIC 2,227,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00069048,2022-10-06T08:00:00+02:00,2022-10-06T12:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,MONTEZIC 3,227,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00069049,2022-10-06T08:00:00+02:00,2022-10-06T12:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,MONTEZIC 1,227,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00076971,2022-10-06T10:00:00+02:00,2022-10-06T14:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,VILLARODIN,364,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00079427,2022-10-07T07:30:00+02:00,2022-10-07T16:08:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,SUPER BISSORTE 3,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00079428,2022-10-07T07:30:00+02:00,2022-10-07T16:08:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,SUPER BISSORTE 2,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00079429,2022-10-07T07:30:00+02:00,2022-10-07T16:08:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,SUPER BISSORTE 4,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00079430,2022-10-07T07:30:00+02:00,2022-10-07T16:08:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,SUPER BISSORTE 1,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00079432,2022-10-06T07:30:00+02:00,2022-10-06T18:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 5,162,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00081637,2022-10-05T13:30:00+02:00,2022-10-05T15:55:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,GRAND MAISON 3,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00082166,2022-10-05T07:30:00+02:00,2022-10-05T17:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,SAUSSAZ,150,16,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00082167,2022-10-06T07:30:00+02:00,2022-10-06T17:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,SAUSSAZ,150,16,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00082168,2022-10-07T07:30:00+02:00,2022-10-07T17:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,SAUSSAZ,150,16,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00082172,2022-10-09T16:00:00+02:00,2022-10-10T08:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,CHEYLAS 2,259,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00082183,2022-10-06T07:30:00+02:00,2022-10-06T17:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,ACTIVE,SUPER BISSORTE 1,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00082231,2022-10-05T07:30:00+02:00,2022-10-05T17:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,SAUSSAZ,150,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00082232,2022-10-06T07:30:00+02:00,2022-10-06T17:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,SAUSSAZ,150,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00082233,2022-10-07T07:30:00+02:00,2022-10-07T17:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,SAUSSAZ,150,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00082277,2022-10-06T07:00:00+02:00,2022-10-07T12:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 2,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00082278,2022-10-05T07:00:00+02:00,2022-10-05T16:30:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN 3,202,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00082284,2022-10-06T13:30:00+02:00,2022-10-06T18:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,PRAGNERES,189,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00082303,2022-10-08T00:00:00+02:00,2022-10-13T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,INACTIVE,SAUSSAZ,150,45,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00082372,2022-10-06T14:00:00+02:00,2022-10-06T15:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_PUMPED_STORAGE,INACTIVE,REVIN,808,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00082384,2022-10-05T13:00:00+02:00,2022-10-05T14:30:00+02:00,FORCED_UNAVAILABILITY,HYDRO_PUMPED_STORAGE,INACTIVE,CHEYLAS 2,259,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00082409,2022-10-06T03:40:00+02:00,2022-10-07T03:40:00+02:00,FORCED_UNAVAILABILITY,HYDRO_RUN-OF-RIVER_AND_POUNDAGE,ACTIVE,ASTON,104,0,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00082432,2022-10-07T13:30:00+02:00,2022-10-07T17:00:00+02:00,PLANNED_MAINTENANCE,HYDRO_WATER_RESERVOIR,ACTIVE,MALGOVERT,297,37,PRODUCTION_UNIT
EC-EDF-05470-EDF-H-00082444,2022-10-06T17:05:00+02:00,2022-10-06T17:50:00+02:00,FORCED_UNAVAILABILITY,HYDRO_PUMPED_STORAGE,INACTIVE,CHEYLAS 2,259,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00082447,2022-10-07T02:53:00+02:00,2022-10-07T03:47:00+02:00,FORCED_UNAVAILABILITY,HYDRO_PUMPED_STORAGE,INACTIVE,SUPER BISSORTE 3,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00082448,2022-10-07T02:57:00+02:00,2022-10-07T04:16:00+02:00,FORCED_UNAVAILABILITY,HYDRO_PUMPED_STORAGE,INACTIVE,SUPER BISSORTE 1,152,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00082449,2022-10-07T04:56:00+02:00,2022-10-07T05:28:00+02:00,FORCED_UNAVAILABILITY,HYDRO_PUMPED_STORAGE,INACTIVE,SUPER BISSORTE 5,162,0,GENERATING_UNIT
EC-EDF-05470-EDF-H-00082468,2022-10-07T23:43:00+02:00,2022-10-08T10:59:00+02:00,FORCED_UNAVAILABILITY,HYDRO_WATER_RESERVOIR,INACTIVE,VILLARODIN 2,182,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00083357,2022-10-08T00:00:00+02:00,2022-10-14T00:00:00+02:00,PLANNED_MAINTENANCE,FOSSIL_OIL,ACTIVE,VAIRES 2,179,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00083746,2022-10-08T08:30:00+02:00,2022-10-08T11:00:00+02:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,PALUEL 3,1330,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084008,2022-10-08T03:00:00+02:00,2022-10-08T18:40:00+02:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,BUGEY 2,910,154,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084197,2022-10-05T15:34:00+02:00,2022-10-05T16:42:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,INACTIVE,ST ALBAN 1,1335,890,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084202,2022-10-05T15:49:00+02:00,2022-10-05T17:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,PALUEL 3,1330,464,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084206,2022-10-09T07:00:00+02:00,2022-10-09T16:30:00+02:00,PLANNED_MAINTENANCE,NUCLEAR,INACTIVE,PALUEL 1,1330,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084209,2022-10-05T21:53:00+02:00,2022-10-06T15:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,ST ALBAN 1,1335,1328,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084211,2022-10-05T22:09:00+02:00,2022-10-06T15:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,BUGEY 3,910,870,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084212,2022-10-05T22:14:00+02:00,2022-10-06T15:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,PALUEL 4,1330,1280,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084213,2022-10-05T22:17:00+02:00,2022-10-06T19:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,INACTIVE,GRAVELINES 1,910,180,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084221,2022-10-06T00:00:00+02:00,2022-10-06T08:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,PALUEL 3,1330,1330,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084225,2022-10-06T07:35:00+02:00,2022-10-06T21:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,CHINON 2,905,450,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084234,2022-10-06T10:23:00+02:00,2022-10-06T17:30:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,INACTIVE,BLENOD 5,427,180,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084270,2022-10-06T14:16:00+02:00,2022-10-06T21:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,CHINON 4,905,805,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084285,2022-10-06T15:49:00+02:00,2022-10-06T22:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,BUGEY 3,910,540,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084291,2022-10-08T08:00:00+02:00,2022-10-08T18:30:00+02:00,PLANNED_MAINTENANCE,NUCLEAR,ACTIVE,BELLEVILLE 1,1310,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084293,2022-10-06T21:10:00+02:00,2022-10-07T03:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,GRAVELINES 1,910,205,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084296,2022-10-06T22:15:00+02:00,2022-10-07T15:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,ST ALBAN 1,1335,710,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084297,2022-10-06T22:51:00+02:00,2022-10-07T01:15:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,INACTIVE,PALUEL 3,1330,400,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084299,2022-10-07T03:00:00+02:00,2022-10-07T07:15:00+02:00,PLANNED_MAINTENANCE,NUCLEAR,INACTIVE,GRAVELINES 1,910,730,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084315,2022-10-07T15:50:00+02:00,2022-10-07T19:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,INACTIVE,BUGEY 3,910,540,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084320,2022-10-07T21:15:00+02:00,2022-10-07T22:10:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,INACTIVE,NOGENT 1,1310,215,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084324,2022-10-08T01:16:00+02:00,2022-10-10T10:30:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,ACTIVE,BLAYAIS 2,910,755,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084344,2022-10-08T19:30:00+02:00,2022-10-08T22:30:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,INACTIVE,BELLEVILLE 1,1310,73,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084348,2022-10-09T15:30:00+02:00,2022-10-09T20:00:00+02:00,FORCED_UNAVAILABILITY,FOSSIL_GAS,INACTIVE,MARTIGUES PONTEAU 5,465,0,GENERATING_UNIT
EC-EDF-05470-EDF-T-00084351,2022-10-09T19:21:00+02:00,2022-10-09T20:00:00+02:00,FORCED_UNAVAILABILITY,NUCLEAR,INACTIVE,PALUEL 1,1330,350,GENERATING_UNIT
